id,barcode,name,unit,category,availability,price,sale,emoji,image
109036,4607014826730,Коктейль молочный стерилизованный со вкусом ванили. мдж 2% 950гр 909мл,шт,Молочные продукты,in stock,1309,no,🥛,
109037,4870023000044,Шубат Даулет бекет улучшенный 1л,шт,Молочные продукты,in stock,1795,no,🥛,
109038,761742337488,Shanyraq Bal Qymtzy копченый 1л.,шт,Молочные продукты,in stock,1885,no,🥛,
109039,761742337389,Буцефал башкирский кумыс 1л.,шт,Молочные продукты,in stock,2015,no,🥛,
109040,761742337471,Bal Qymyzy Кисло-сладкий 1л.,шт,Молочные продукты,in stock,1885,no,🥛,
101045,4870213710517,Тары 200гр,шт,Кондитерские изделия,in stock,399,no,🍪,
101046,8702022400876,Тары Талқан 200гр,шт,Кондитерские изделия,in stock,385,no,🍪,
101047,4680009734395,Сушки Малютка Ваниль 500гр,шт,Кондитерские изделия,in stock,1155,no,🍪,
101048,4680009731318,Сушки Малютка 500гр,шт,Кондитерские изделия,in stock,1155,no,🍪,
101049,4680009734357,Сушки Малютка чайные 500гр,шт,Кондитерские изделия,in stock,1155,no,🥤,
101050,4680009732186,Сухари в дорогу 500гр,шт,Кондитерские изделия,in stock,1245,no,🍪,
101051,4680009732971,Печенье овсяное 500 гр,шт,Кондитерские изделия,in stock,1245,no,🍪,
101052,4607016418544,Сухари Дачные 500гр,шт,Кондитерские изделия,in stock,1245,no,🍪,
101053,4680009739840,Баранки к чаю 450гр,шт,Кондитерские изделия,in stock,1155,no,🍪,
101054,4680009739857,Баранки сдобные 450,шт,Кондитерские изделия,in stock,1155,no,🍪,
101055,4680009739864,Баранки с маком 450гр,шт,Кондитерские изделия,in stock,1155,no,🍪,
101056,4690679000225,"Баранка Завод АлёшинА яичная, 450г",шт,Кондитерские изделия,in stock,955,no,🍪,
110001,6974006470843,Qlevita Зеленый горошек 425мл,шт,Консервы,in stock,649,no,🥫,
110002,6974006470836,Кимоно зеленый горошек 340 гр,шт,Консервы,in stock,619,no,🥫,
110003,4870001547097,Кинг Кукуруза 425мл,шт,Консервы,in stock,299,no,🥫,
110004,3083680048774,Бондюэль Горошек 425 мл нежный,шт,Консервы,in stock,675,no,🥫,
110005,3083680002875,Бондюэль Кукуруза 425 мл сладкая,шт,Консервы,in stock,1055,no,🥫,
110006,3083680483407,Бондюэль Фасоль 425мл том/соусе,шт,Консервы,in stock,979,no,🛒,
110007,3083680009508,Бондюэль Фасоль 425мл красная,шт,Консервы,in stock,1099,no,🛒,
110008,4607067550453,Маслины СКАТЕРТЬ САМОБРАНКА БЕЗ КОСТОЧКИ ОТБОРНЫЕ ж/б 300г,шт,Консервы,in stock,1399,no,🥫,
110009,4607029054968,"Маслины без косточки Кубаночка, ст/бан, 0,36л",шт,Консервы,in stock,1725,no,🥫,
110010,4607029054944,"Оливки без косточки Кубаночка, ст/бан, 0,36л",шт,Консервы,in stock,1555,no,🥫,
110011,8437004900203,BARCELITO Маслины без косточки 300мл черные,шт,Консервы,in stock,1385,no,🥫,
110012,4607067551320,Грибы 370 грибн/лук,шт,Консервы,in stock,1259,no,🥕,
110013,4607067550781,Скатерть-Самобранка Опята маринованные отборные 330гр,шт,Консервы,in stock,1499,no,🥫,
110014,4607067551344,"Грузди маринованные отборные Скатерть-Самобранка, ст/б, 370мл",шт,Консервы,in stock,1439,no,🥫,
110015,4870244990391,Asanych огурцы (9-12См) маринованные 2000 мл,шт,Консервы,in stock,1705,no,🥕,
110016,4870248060120,TAU food ассорти помидоры и огурцы 2 л,шт,Консервы,in stock,949,no,🥕,
110017,4870244990407,Asanych Ассорти №2 маринованные 2000 мл,шт,Консервы,in stock,1895,no,🥫,
110018,4610000625262,Рыбное Меню Сельдь атл. филе бланшированная в масле 175гр,шт,Консервы,in stock,1315,no,🥫,
110019,4610091241549,Рыбное меню бланшированная в т/с 175гр,шт,Консервы,in stock,1529,no,🥫,
110020,4610000622964,Рыбное Меню Шпроты из кильки 175гр,шт,Консервы,in stock,1205,no,🥫,
110021,4610000626771,Рыбное меню Сардина ФИЛЕ в/м 175гр ж/б,шт,Консервы,in stock,1735,no,🥫,
110022,4870004936324,Кублей Говядина тушеная 325 мл,шт,Консервы,in stock,1775,no,🥫,
110023,4870004930032,Кублей Конина тушеная 325 мл,шт,Консервы,in stock,2249,no,🥫,
110024,4870004931121,Кублей казы к бешбармаку 325 мл,шт,Консервы,in stock,1775,no,🥫,
110025,4870004931145,Кублей Шұжық 325 мл,шт,Консервы,in stock,1775,no,🥩,
110026,4610000620434,Рыбное меню Скумбрия в т/с 250гр,шт,Консервы,in stock,1189,no,🥫,
110027,4610000629000,Рыбное меню Икра трески стерилизованная 200гр,шт,Консервы,in stock,1545,no,🥫,
110028,4610000620106,Рыбное меню Сардина с доб.масла 250гр,шт,Консервы,in stock,975,no,🥫,
111001,4690388111427,Лейз Чипсы Паприка 140гр,шт,Снеки,in stock,1019,no,🍪,
111002,4690388111335,Чипсы шашлык 140гр,шт,Снеки,in stock,1019,no,🍪,
111003,4690388111199,Лейз Чипсы Зел. лук 140гр,шт,Снеки,in stock,1019,no,🥕,
111004,4690388111274,Лейз Чипсы Краб 140гр,шт,Снеки,in stock,1019,no,🍪,
111005,4690388111359,Чипсы сыр 140гр,шт,Снеки,in stock,1019,no,🥛,
111006,4690388111441,Лейз Чипсы Смет/лук риф 140гр,шт,Снеки,in stock,1019,no,🥕,
111007,4690388111250,Лейз Чипсы Смет/зел 140гр,шт,Снеки,in stock,1019,no,🍪,
111008,4690388111465,Чипсы лобстер риф 140гр,шт,Снеки,in stock,1019,no,🍪,
111009,4870069000350,Сластена кук.палочки сладкие 200гр,шт,Снеки,in stock,429,no,🍪,
111010,4607012352101,Мартин отб.жареные 300гр,шт,Снеки,in stock,1619,no,🍪,
111011,4607012354181,Семена Мега Папа 200гр,шт,Снеки,in stock,1119,no,🍪,
111012,4630007401379,Джинн Солнечный великан 300гр,шт,Снеки,in stock,1379,no,🍪,
111013,4630007401348,Джинн Солнечный великан жареные 200гр,шт,Снеки,in stock,959,no,🍪,
111014,4630007400679,Джинн Семечки с морской солью 250гр,шт,Снеки,in stock,1059,no,🍪,
111015,4630007400389,Джинн Семечки жареные 140гр,шт,Снеки,in stock,609,no,🍪,
112001,172,DD Балкжан,шт,Овощи,in stock,1299,no,🥕,
112002,181,DD Грибы шампиньоны св вес,кг,Овощи,in stock,2915,no,🥕,
112003,181,DD Грибы Эноки шт,шт,Овощи,in stock,455,no,🥕,
113001,108,DD Джусай вес,кг,Зелень и салаты,in stock,1999,no,🥬,
113002,116,DD Зелень щавель вес,кг,Зелень и салаты,in stock,1539,no,🥬,
112004,140,DD Кабачки вес,кг,Овощи,in stock,899,no,🥕,
112005,168,DD Капуста белокочанная вес,кг,Овощи,in stock,155,no,🥕,
112006,143,DD Капуста брокколи вес,кг,Овощи,in stock,1569,no,🥕,
112007,100,DD Капуста краснокочанная вес,кг,Овощи,in stock,345,no,🥕,
112008,138,DD Капуста пекинская вес,кг,Овощи,in stock,625,no,🥕,
112009,145,DD Капуста цветная вес,кг,Овощи,in stock,779,no,🥕,
112010,154,DD Картофель вес,кг,Овощи,in stock,219,no,🥕,
113003,111,DD Кинза вес,кг,Зелень и салаты,in stock,4119,no,🥬,
112011,573,DD Кукуруза 1шт,шт,Овощи,in stock,555,no,🥕,
113004,101,DD Листья салата вес,кг,Зелень и салаты,in stock,1679,no,🥬,
112012,137,DD Лук белый вес,кг,Овощи,in stock,599,no,🥕,
112013,113,DD Лук зеленый вес,кг,Овощи,in stock,1765,no,🥕,
112014,135,DD Лук красный вес,кг,Овощи,in stock,325,no,🥕,
112015,150,DD Лук свежий репчатый вес,кг,Овощи,in stock,149,no,🥕,
112016,170,DD Морковь вес,кг,Овощи,in stock,229,no,🥕,
112017,149,DD Морковь желтая вес,кг,Овощи,in stock,319,no,🥕,
113005,117,DD Мята вес,кг,Зелень и салаты,in stock,3359,no,🥬,
112018,164,DD Огурцы миринда вес,кг,Овощи,in stock,599,no,🥕,
112019,162,DD Огурцы рава вес,кг,Овощи,in stock,499,no,🥕,
112020,438,DD Перец Чили вес,кг,Овощи,in stock,2555,no,🥕,
112021,177,DD Перец калифорния жел вес,кг,Овощи,in stock,1729,no,🥕,
112022,179,DD Перец калифорния зел вес,кг,Овощи,in stock,1729,no,🥕,
112023,178,DD Перец калифорния крас вес,кг,Овощи,in stock,1729,no,🥕,
112024,437,DD Перец ласточка вес,кг,Овощи,in stock,1999,no,🥕,
112025,176,DD Перец полуг.красный вес,кг,Овощи,in stock,1949,no,🥕,
112026,175,DD Перец полугор.зелен вес,кг,Овощи,in stock,1949,no,🥕,
113006,104,DD Петрушка вес,кг,Зелень и салаты,in stock,2299,no,🥬,
113007,115,DD Петрушка кудрявая вес,кг,Зелень и салаты,in stock,3499,no,🥬,
112027,436,DD Помидоры тепличные вес,кг,Овощи,in stock,915,no,🥕,
112028,436,DD Редис пучок шт,шт,Овощи,in stock,325,no,🥕,
112029,127,DD Редька вес,кг,Овощи,in stock,259,no,🥕,
113008,121,DD Руккола вес,кг,Зелень и салаты,in stock,3079,no,🥬,
113009,103,DD Салат айсберг вес,кг,Зелень и салаты,in stock,1399,no,🥬,
113010,103,DD Салат микс 140гр шт,шт,Зелень и салаты,in stock,1925,no,🥬,
112030,126,DD Свекла вес,кг,Овощи,in stock,255,no,🥕,
112031,439,DD Стебель Селдерей вес,кг,Овощи,in stock,1255,no,🥕,
112032,163,DD Томаты на ветке вес,кг,Овощи,in stock,715,no,🥕,
112033,165,DD Томаты розовые вес,кг,Овощи,in stock,965,no,🥕,
112034,160,DD Томаты Сарыагаш вес,кг,Овощи,in stock,699,no,🥕,
112035,422,DD Томаты черри желтые вес,кг,Овощи,in stock,1799,no,🥕,
112036,197,DD Томаты Черри крас вес,кг,Овощи,in stock,1115,no,🥕,
112037,134,DD Тыква вес,кг,Овощи,in stock,845,no,🥕,
113011,109,DD Укроп вес,кг,Зелень и салаты,in stock,1819,no,🥬,
112038,556,DD Черри розовый вес,кг,Овощи,in stock,1799,no,🥕,
112039,142,DD Чеснок вес,кг,Овощи,in stock,1169,no,🥕,
113012,107,DD Шпинат вес,кг,Зелень и салаты,in stock,2239,no,🥬,
114001,544,DD Абрикос вес,кг,Фрукты и ягоды,in stock,2079,no,🍎,
114002,699,DD Абрикос корзина вес,кг,Фрукты и ягоды,in stock,3185,no,🍎,
114003,699,DD Авокадо 1 шт,шт,Фрукты и ягоды,in stock,465,no,🍎,
114004,699,DD Авокадо Хас шт,шт,Фрукты и ягоды,in stock,1539,no,🍎,
114005,699,DD Ананас шт,шт,Фрукты и ягоды,in stock,1195,no,🍎,
114006,390,DD Апельсин вес,кг,Фрукты и ягоды,in stock,599,no,🍎,
114007,382,DD Апельсин Египет вес,кг,Фрукты и ягоды,in stock,1275,no,🍎,
114008,592,DD Апельсин красный жареный вес,кг,Фрукты и ягоды,in stock,1389,no,🍎,
114009,370,DD Арбуз вес,кг,Фрукты и ягоды,in stock,745,no,🍎,
114010,371,DD Банан вес,кг,Фрукты и ягоды,in stock,875,no,🍎,
114011,697,DD Виноград зеленый вес,кг,Фрукты и ягоды,in stock,2279,no,🍎,
114012,375,DD Виноград ред глоб вес,кг,Фрукты и ягоды,in stock,2205,no,🍎,
114013,376,DD Виноград черный вес,кг,Фрукты и ягоды,in stock,3445,no,🍎,
114014,376,DD Голубика 125 гр шт,шт,Фрукты и ягоды,in stock,995,no,🍎,
114015,388,DD Гранат Турция вес,кг,Фрукты и ягоды,in stock,3199,no,🍎,
114016,487,DD Грейпфрут вес,кг,Фрукты и ягоды,in stock,1259,no,🍎,
114017,384,DD Груша дюшес вес,кг,Фрукты и ягоды,in stock,899,no,🍎,
114018,377,DD Груша конференция вес,кг,Фрукты и ягоды,in stock,1999,no,🍎,
114019,557,DD Груша форель вес,кг,Фрукты и ягоды,in stock,1899,no,🍎,
114020,421,DD Дыня Колхозница вес,кг,Фрукты и ягоды,in stock,1099,no,🍎,
114021,423,DD Дыня красная вес,кг,Фрукты и ягоды,in stock,1169,no,🍎,
114022,131,DD Имбирь вес,кг,Фрукты и ягоды,in stock,1819,no,🍎,
114023,230,DD Инжир вес,кг,Фрукты и ягоды,in stock,3999,no,🍎,
114024,372,DD Киви Голд вес,кг,Фрукты и ягоды,in stock,1499,no,🍎,
114025,372,DD Киви корзинка 1шт,шт,Фрукты и ягоды,in stock,799,no,🍎,
114026,129,DD Клубника вес,кг,Фрукты и ягоды,in stock,1899,no,🍎,
114027,573,DD Кокос с трубочкой шт,шт,Фрукты и ягоды,in stock,865,no,🍎,
114028,664,DD Лимон вес,кг,Фрукты и ягоды,in stock,1449,no,🍎,
114029,391,DD Лимон ЮАР вес,кг,Фрукты и ягоды,in stock,1685,no,🍎,
114030,150,DD Малина шт 125 гр,шт,Фрукты и ягоды,in stock,3249,no,🍎,
114031,150,DD Манго желтый шт,шт,Фрукты и ягоды,in stock,2029,no,🍎,
114032,150,DD Манго красный шт,шт,Фрукты и ягоды,in stock,1709,no,🍎,
114033,150,DD Манго мини шт,шт,Фрукты и ягоды,in stock,599,no,🍎,
114034,387,DD Мандарин Марокко вес,кг,Фрукты и ягоды,in stock,1105,no,🍎,
114035,386,DD Мандарин Минола вес,кг,Фрукты и ягоды,in stock,765,no,🍎,
114036,698,DD Мандарин Папагам вес,кг,Фрукты и ягоды,in stock,1455,no,🍎,
114037,385,DD Мандарин Турция вес,кг,Фрукты и ягоды,in stock,1439,no,🍎,
114038,385,DD Маракуйя шт,шт,Фрукты и ягоды,in stock,519,no,🍎,
114039,373,DD Персик нектарин гала вес,кг,Фрукты и ягоды,in stock,1399,no,🍎,
114040,115,DD Питахайа красная шт,шт,Фрукты и ягоды,in stock,1499,no,🍎,
114041,115,DD Питахайя белая шт,шт,Фрукты и ягоды,in stock,815,no,🍎,
114042,489,DD Помело Китай вес,кг,Фрукты и ягоды,in stock,859,no,🍎,
114043,374,DD Слива черная вес,кг,Фрукты и ягоды,in stock,2845,no,🍎,
114044,545,DD Черешня вес,кг,Фрукты и ягоды,in stock,4495,no,🍎,
114045,380,DD Яблоки белый налив вес,кг,Фрукты и ягоды,in stock,899,no,🍎,
114046,543,DD Яблоки гала вес,кг,Фрукты и ягоды,in stock,875,no,🍎,
114047,389,DD Яблоки лимонка вес,кг,Фрукты и ягоды,in stock,909,no,🍎,
114048,393,DD Яблоки мутсу вес,кг,Фрукты и ягоды,in stock,835,no,🍎,
114049,394,DD Яблоки Превосход вес,кг,Фрукты и ягоды,in stock,799,no,🍎,
114050,381,DD Яблоки салтанат вес,кг,Фрукты и ягоды,in stock,865,no,🍎,
114051,542,DD Яблоки черный принц вес,кг,Фрукты и ягоды,in stock,799,no,🍎,
114052,378,DD Яблоко голден премиум вес,кг,Фрукты и ягоды,in stock,835,no,🍎,
114053,379,DD Яблоко ред делишес вес,кг,Фрукты и ягоды,in stock,965,no,🍎,
115001,,Арахис в кунжуте,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115002,,Арахис в скорлупе,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115003,,Арахис детский,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115004,,Арахис жареный,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115005,,Ассорти из орехов,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115006,,Восточные сладости,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115007,,Золотой орешек,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115008,,Изюм коричневый,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115009,,Изюм светлый крупный,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115010,,Изюм темный крупный,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115011,,Клюква подсушенная,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115012,,Курага исфара,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115013,,Курага Узбекистан,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115014,,Курага шоколадная,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115015,,Миндаль в скорлупе,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115016,,Орех американский,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115017,,Орех арахис в какао,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115018,,Орех арахис в сахаре,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115019,,Орех арахис соленый,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115020,,Орех грецкий в скорл,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115021,,Орех грецкий очищенн,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115022,,Орех кешью,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115023,,Орех макадамия,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115024,,Орех миндаль соленый,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115025,,Орех фундук,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115026,,Семечки тыквенные,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115027,,Смесь компотная,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115028,,Урюк с косточкой,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115029,,Финики Иран,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115030,,Фисташки соленые,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115031,,Чернослив,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115032,,Шиповник сушеный,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
115033,,Яблоки сушеные,шт,Сухофрукты и орехи,in stock,100000,no,🥜,
116001,4870252910541,СХ Лаваш кавказский 80гр,шт,Хлеб и выпечка,in stock,255,no,🍞,
116002,4870209690311,СХ Батон нарезной 350гр,шт,Хлеб и выпечка,in stock,325,no,🍞,
116003,4870209691141,СХ Хлеб Тостовый 350гр,шт,Хлеб и выпечка,in stock,439,no,🍞,
116004,4607170213207,Булочки бургер 168,шт,Хлеб и выпечка,in stock,1139,no,🍞,
116005,4607170213214,Булочки хот дог 240,шт,Хлеб и выпечка,in stock,1139,no,🍞,
116006,745125168982,НН Лаваш кавказский 3шт,шт,Хлеб и выпечка,in stock,325,no,🍞,
116007,2000000600525,"СХ Хлеб ""Бородинский"" 400гр",шт,Хлеб и выпечка,in stock,349,no,🍞,
116008,4870209690427,СХ Хлеб Президентский 400гр,шт,Хлеб и выпечка,in stock,349,no,🍞,
116009,2200000000767,НН Хлеб на сыворотке,шт,Хлеб и выпечка,in stock,165,no,🍞,
116010,,DD Market Лепешка тандырная шт,шт,Хлеб и выпечка,in stock,245,no,🍞,
116011,,DD Market Самса тандырная шт,шт,Хлеб и выпечка,in stock,455,no,🍞,
117001,,DD Market Мини-пицца шт,шт,Кулинария,in stock,379,no,🛒,
117002,,DD Market Сосиска по-баварски шт,шт,Кулинария,in stock,665,no,🛒,
117003,,DD Market Самса с курицей шт,шт,Кулинария,in stock,419,no,🍞,
117004,,DD Market Сосиска в тесте шт,шт,Кулинария,in stock,309,no,🛒,
117005,,DD Market Синабоны с творогом шт,шт,Кулинария,in stock,365,no,🛒,
117006,,DD Market Паровка шт,шт,Кулинария,in stock,315,no,🛒,
117007,,DD Market Куры Гриль шт,шт,Кулинария,in stock,2900,no,🛒,
117008,,DD Market Самса с сыром шт,шт,Кулинария,in stock,419,no,🥛,
117009,,DD Market Курник шт,шт,Кулинария,in stock,399,no,🛒,
117010,,DD Market Сырная лепешка шт,шт,Кулинария,in stock,319,no,🥛,
117011,,DD Market Учпучмак шт,шт,Кулинария,in stock,349,no,🛒,
117012,369,DD Market Бауырсаки вес,кг,Кулинария,in stock,1349,no,🛒,
117013,368,DD Market Блины вес,кг,Кулинария,in stock,1499,no,🛒,
118001,458,Жылқы еті Қол (Лопатка Кон.) кг,кг,Мясо,in stock,4600,no,🥩,
118002,459,Жылқы еті Омыртқа (Спинная часть) кг,кг,Мясо,in stock,4500,no,🥩,
118003,462,Жылқы еті Төс (Грудинка Конина) кг,кг,Мясо,in stock,4300,no,🥩,
118004,457,Жылқы еті Ұзын Омыртқа (Плеч.часть) кг,кг,Мясо,in stock,4500,no,🥩,
118005,467,Жылқы Қарын кг,кг,Мясо,in stock,599,no,🥩,
118006,461,Жылқы Мойын еті (Шейная часть Конина) кг,кг,Мясо,in stock,4450,no,🥩,
118007,460,Жылқы Сан еті (Тазабед.часть Конина) кг,кг,Мясо,in stock,4900,no,🥩,
118008,463,Жылқы Тілі (Язык Конина) кг,кг,Мясо,in stock,3900,no,🥩,
118009,474,Жылқы тұздалған еті (Конина соленая) вес,кг,Мясо,in stock,100000,no,🥩,
118010,464,Қазы кг,кг,Мясо,in stock,5000,no,🥩,
118011,466,Қарта кг,кг,Мясо,in stock,2500,no,🥩,
118012,454,Қой еті Белдеме (Позв.часть) кг,кг,Мясо,in stock,4600,no,🥩,
118013,455,Қой еті Қабырға (Ребра) кг,кг,Мясо,in stock,4500,no,🥩,
118014,453,Қой еті Қақталған сүбе (Корейка) кг,кг,Мясо,in stock,4600,no,🥩,
118015,452,Қой еті Қүйрық (Курдюк) кг,кг,Мясо,in stock,3000,no,🥩,
118016,451,Қойдың Қол еті (Лопат.часть) кг,кг,Мясо,in stock,4500,no,🥩,
118017,450,Қойдың Сан еті (Тазабед.часть) кг,кг,Мясо,in stock,4700,no,🥩,
118018,443,Сиыр Сан еті (Тазобед.часть) кг,кг,Мясо,in stock,4950,no,🥩,
118019,469,Сиыр Бауыры (Печень говяжья) кг,кг,Мясо,in stock,2100,no,🥩,
118020,471,Сиыр еті Гуляш Кг,кг,Мясо,in stock,5000,no,🥩,
118021,444,Сиыр еті Жіліншік (Голяшка) кг,кг,Мясо,in stock,3900,no,🥩,
118022,440,Сиыр еті Қабырға (Ребра говяжьи) кг,кг,Мясо,in stock,4150,no,🥩,
118023,442,Сиыр еті Қол еті (Передняя часть) кг,кг,Мясо,in stock,4700,no,🥩,
118024,445,Сиыр еті Мойын (Шея гов.) кг,кг,Мясо,in stock,4500,no,🥩,
118025,441,Сиыр еті Омыртқа (Спинная часть) кг,кг,Мясо,in stock,4500,no,🥩,
118026,449,Сиыр еті Сүйексіз (Мякоть гов.) кг,кг,Мясо,in stock,5150,no,🥩,
118027,473,Сиыр еті Тос (Грудинка) кг,кг,Мясо,in stock,4000,no,🥩,
118028,468,Сиыр Жүрегі кг,кг,Мясо,in stock,2100,no,🥩,
118029,448,Сиыр Тілі (Язык Гов.) кг,кг,Мясо,in stock,3700,no,🥩,
118030,446,Сорпа жиынтығы (Суп.набор) кг,кг,Мясо,in stock,200,no,🥩,
118031,447,Тартылған Сиыр еті (Фарш гов.) кг,кг,Мясо,in stock,4400,no,🥩,
118032,465,Шұжық кг,кг,Мясо,in stock,4800,no,🥩,
